transaction_dt,financial_entity_name,bank_account_id,transaction_currency_code,transaction_amount,account_reference_number,Cash Flow Category,Cash Flow Main 1,Cash Flow Main 2,Cash Flow Main 3,Cash Flow Main 4
02/04/2024,RandomValue1078,RandomValue1078,GBP,367.7204158,4.00251E+13,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1079,RandomValue1079,GBP,751.6414882,4.00251E+13,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1080,RandomValue1080,GBP,370.8099991,4.00251E+13,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1081,RandomValue1081,GBP,47.63313763,4.00251E+13,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1082,RandomValue1082,GBP,984.352193,4.00251E+13,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1083,RandomValue1083,GBP,694.2171449,4.00251E+13,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1084,RandomValue1084,GBP,172.3597624,4.00251E+13,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1085,RandomValue1085,GBP,374.5032119,4.00251E+13,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1086,RandomValue1086,GBP,182.4617779,4.00251E+13,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1087,RandomValue1087,GBP,864.2837931,4.00251E+13,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1088,RandomValue1088,GBP,818.839757,4.00251E+13,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1089,RandomValue1089,GBP,17.93138339,4.00251E+13,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1090,RandomValue1090,GBP,195.378434,4.00251E+13,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1091,RandomValue1091,GBP,597.0599895,4.00251E+13,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1092,RandomValue1092,GBP,85.13178062,4.00251E+13,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1093,RandomValue1093,GBP,859.0901532,4.00251E+13,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1094,RandomValue1094,GBP,873.1306595,4.00251E+13,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1095,RandomValue1095,GBP,594.7204772,4.00251E+13,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1096,RandomValue1096,GBP,260.319413,4.00251E+13,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1097,RandomValue1097,GBP,850.9076198,4.00251E+13,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1098,RandomValue1098,GBP,52.15358686,4.00251E+13,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1099,RandomValue1099,GBP,618.2114925,4.00251E+13,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1100,RandomValue1100,GBP,248.3423679,4.00251E+13,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1101,RandomValue1101,GBP,738.431065,4.00251E+13,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1102,RandomValue1102,GBP,232.484993,4.00251E+13,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1103,RandomValue1103,GBP,272.7361229,4.00251E+13,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1104,RandomValue1104,GBP,610.8257432,4.00251E+13,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1105,RandomValue1105,GBP,125.8470388,4.00251E+13,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1106,RandomValue1106,GBP,258.9372944,4.00251E+13,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1107,RandomValue1107,GBP,64.17865422,4.00251E+13,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1108,RandomValue1108,GBP,563.511519,4.00251E+13,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1109,RandomValue1109,GBP,649.2706771,4.00251E+13,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1110,RandomValue1110,GBP,61.28954383,4.00251E+13,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1111,RandomValue1111,GBP,372.0130355,4.00251E+13,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1112,RandomValue1112,GBP,494.5536908,4.00251E+13,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1113,RandomValue1113,GBP,382.5684204,4.00251E+13,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1114,RandomValue1114,GBP,686.1005128,4.00251E+13,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1115,RandomValue1115,GBP,327.2476989,4.00251E+13,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1116,RandomValue1116,GBP,925.4095746,4.00251E+13,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1117,RandomValue1117,GBP,61.35978312,4.00251E+13,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1118,RandomValue1118,GBP,447.8972352,4.00251E+13,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1119,RandomValue1119,GBP,56.46699409,4.00251E+13,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1120,RandomValue1120,GBP,874.9100909,4.00251E+13,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1121,RandomValue1121,GBP,288.76435,4.00251E+13,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1122,RandomValue1122,GBP,825.6101277,4.00251E+13,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1123,RandomValue1123,GBP,212.257122,4.00251E+13,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1124,RandomValue1124,GBP,29.93307753,4.00251E+13,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1125,RandomValue1125,GBP,560.6770654,4.00251E+13,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1126,RandomValue1126,GBP,85.23321311,4.00251E+13,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1127,RandomValue1127,GBP,713.1054716,4.00251E+13,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1128,RandomValue1128,GBP,746.1713144,4.00251E+13,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1129,RandomValue1129,GBP,660.9151888,4.00251E+13,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1130,RandomValue1130,GBP,868.8245565,4.00251E+13,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1131,RandomValue1131,GBP,686.1933615,4.00251E+13,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1132,RandomValue1132,GBP,578.051181,4.00251E+13,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1133,RandomValue1133,GBP,453.9692513,4.00251E+13,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1134,RandomValue1134,GBP,15.4194447,4.00251E+13,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1135,RandomValue1135,GBP,840.9793166,4.00251E+13,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1136,RandomValue1136,GBP,244.235919,4.00251E+13,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1137,RandomValue1137,GBP,963.32508,4.00251E+13,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1138,RandomValue1138,GBP,727.9061755,4.00251E+13,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1139,RandomValue1139,USD,151.1023149,4.00515E+13,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1140,RandomValue1140,USD,959.1399209,4.00515E+13,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1141,RandomValue1141,USD,233.3899917,4.00515E+13,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1142,RandomValue1142,USD,417.6532792,4.00515E+13,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1143,RandomValue1143,USD,737.6807523,4.00515E+13,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1144,RandomValue1144,USD,632.0061441,4.00515E+13,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1145,RandomValue1145,EUR,582.1315083,4.00515E+13,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1146,RandomValue1146,EUR,945.400831,4.00515E+13,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1147,RandomValue1147,EUR,483.4504775,4.00515E+13,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1148,RandomValue1148,EUR,247.1648519,4.00515E+13,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1149,RandomValue1149,EUR,805.6250898,4.00515E+13,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1150,RandomValue1150,EUR,979.3449805,4.00515E+13,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1151,RandomValue1151,USD,254.6716582,8188206306,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1152,RandomValue1152,USD,355.8239118,8188206306,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1153,RandomValue1153,USD,596.0548444,8188206306,Operating expenditure,AP,AP,Operating cashflow,Cash flows
02/04/2024,RandomValue1154,RandomValue1154,USD,202.9930404,8188594090,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1155,RandomValue1155,USD,649.9072588,8188594090,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1156,RandomValue1156,USD,787.3415339,8188594090,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1157,RandomValue1157,USD,723.0676711,8188594090,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1158,RandomValue1158,USD,917.4450396,8188594090,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1159,RandomValue1159,USD,349.7517156,8188594090,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1160,RandomValue1160,USD,979.3686826,8188594090,Operating expenditure,AP,AP,Operating cashflow,Cash flows
02/04/2024,RandomValue1161,RandomValue1161,USD,651.5061763,8188290220,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1162,RandomValue1162,USD,31.85138408,8188290220,Operating expenditure,AP,AP,Operating cashflow,Cash flows
02/04/2024,RandomValue1163,RandomValue1163,USD,883.0502467,8188290220,Operating expenditure,AP,AP,Operating cashflow,Cash flows
02/04/2024,RandomValue1164,RandomValue1164,USD,153.6756698,8188290220,Operating expenditure,AP,AP,Operating cashflow,Cash flows
02/04/2024,RandomValue1165,RandomValue1165,USD,347.4703258,8188290220,Operating expenditure,AP,AP,Operating cashflow,Cash flows
02/04/2024,RandomValue1166,RandomValue1166,USD,332.4447631,8188290220,Cigna,AP,AP,Operating cashflow,Cash flows
02/04/2024,RandomValue1167,RandomValue1167,USD,972.527343,8188290220,Operating expenditure,AP,AP,Operating cashflow,Cash flows
02/04/2024,RandomValue1168,RandomValue1168,USD,917.417563,8188290220,Controlled Disbursements,AP,AP,Operating cashflow,Cash flows
02/04/2024,RandomValue1169,RandomValue1169,USD,146.6582454,8188290220,Operating expenditure,AP,AP,Operating cashflow,Cash flows
02/04/2024,RandomValue1170,RandomValue1170,USD,618.166189,8188290220,Operating expenditure,AP,AP,Operating cashflow,Cash flows
02/04/2024,RandomValue1171,RandomValue1171,USD,312.565347,8188595382,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1172,RandomValue1172,USD,187.3312711,8188595382,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1173,RandomValue1173,USD,256.5976136,8188595382,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1174,RandomValue1174,USD,383.2613712,8188595382,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1175,RandomValue1175,USD,669.8760458,8188595382,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1176,RandomValue1176,USD,23.32002183,8188595382,Controlled Disbursements,AP,AP,Operating cashflow,Cash flows
02/04/2024,RandomValue1177,RandomValue1177,USD,340.4814551,8188595382,Controlled Disbursements,AP,AP,Operating cashflow,Cash flows
02/04/2024,RandomValue1178,RandomValue1178,USD,224.5918692,8188595382,Operating expenditure,AP,AP,Operating cashflow,Cash flows
02/04/2024,RandomValue1179,RandomValue1179,USD,34.69350623,8188595382,Operating expenditure,AP,AP,Operating cashflow,Cash flows
02/04/2024,RandomValue1180,RandomValue1180,USD,754.6547836,8188595382,Operating expenditure,AP,AP,Operating cashflow,Cash flows
02/04/2024,RandomValue1181,RandomValue1181,USD,549.5188863,8188595382,Operating expenditure,AP,AP,Operating cashflow,Cash flows
02/04/2024,RandomValue1182,RandomValue1182,USD,307.6783547,8188595387,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1183,RandomValue1183,USD,465.5282329,8188595387,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1184,RandomValue1184,USD,348.0985019,8188595387,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1185,RandomValue1185,USD,695.4008587,8188595387,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1186,RandomValue1186,USD,72.66982765,8188595387,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1187,RandomValue1187,USD,343.5051791,8188595387,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1188,RandomValue1188,USD,64.72468106,8188595387,Operating expenditure,AP,AP,Operating cashflow,Cash flows
02/04/2024,RandomValue1189,RandomValue1189,USD,968.3996566,8188595387,Operating expenditure,AP,AP,Operating cashflow,Cash flows
02/04/2024,RandomValue1190,RandomValue1190,USD,929.88624,8188595387,Operating expenditure,AP,AP,Operating cashflow,Cash flows
02/04/2024,RandomValue1191,RandomValue1191,USD,227.1621821,8188595387,Operating expenditure,AP,AP,Operating cashflow,Cash flows
02/04/2024,RandomValue1192,RandomValue1192,USD,210.4656816,8188596254,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1193,RandomValue1193,USD,925.9497056,8188596254,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1194,RandomValue1194,USD,515.282024,8188596254,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1195,RandomValue1195,USD,292.740419,8188596254,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1196,RandomValue1196,USD,348.2739615,8188596254,Operating expenditure,AP,AP,Operating cashflow,Cash flows
02/04/2024,RandomValue1197,RandomValue1197,GBP,206.1382531,4.00251E+13,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1198,RandomValue1198,USD,154.125505,10008652,In House Bank transfer,Intercompany Transfers,Intercompany Transfers,Transfers,Transfers
02/04/2024,RandomValue1199,RandomValue1199,USD,415.6108247,10008652,In House Bank transfer,Intercompany Transfers,Intercompany Transfers,Transfers,Transfers
02/04/2024,RandomValue1200,RandomValue1200,USD,63.46799097,10008652,In House Bank transfer,Intercompany Transfers,Intercompany Transfers,Transfers,Transfers
02/04/2024,RandomValue1201,RandomValue1201,USD,674.3780697,8188204987, ZBA Inflows,,,,
02/04/2024,RandomValue1202,RandomValue1202,USD,476.2964432,8188204987,ZBA Outflows,ZBA Outflows,Treasury,Transfers,Transfers
02/04/2024,RandomValue1203,RandomValue1203,USD,744.9051518,8188204987,BAML MMF,Deposits,Funding transfers,Transfers,Transfers
02/04/2024,RandomValue1204,RandomValue1204,GBP,431.4336863,4.00251E+13,MM deposit,Deposits,Funding transfers,Transfers,Transfers
02/04/2024,RandomValue1205,RandomValue1205,GBP,339.2587212,4.00251E+13,Transfer,Intercompany Transfers,Intercompany Transfers,Transfers,Transfers
02/04/2024,RandomValue1206,RandomValue1206,GBP,861.6542037,4.00251E+13,Transfer,Intercompany Transfers,Intercompany Transfers,Transfers,Transfers
02/04/2024,RandomValue1207,RandomValue1207,GBP,37.07714482,4.00251E+13,Transfer,Intercompany Transfers,Intercompany Transfers,Transfers,Transfers
02/04/2024,RandomValue1208,RandomValue1208,GBP,162.1514714,4.00251E+13,Transfer,Intercompany Transfers,Intercompany Transfers,Transfers,Transfers
02/04/2024,RandomValue1209,RandomValue1209,GBP,252.3781517,4.00251E+13,Transfer,Intercompany Transfers,Intercompany Transfers,Transfers,Transfers
02/04/2024,RandomValue1210,RandomValue1210,GBP,227.4503621,4.00251E+13,Transfer,Intercompany Transfers,Intercompany Transfers,Transfers,Transfers
02/04/2024,RandomValue1211,RandomValue1211,GBP,968.3256922,4.00251E+13,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
02/04/2024,RandomValue1212,RandomValue1212,GBP,383.1801248,4.00251E+13,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
02/04/2024,RandomValue1213,RandomValue1213,GBP,444.3924272,4.00251E+13,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
02/04/2024,RandomValue1214,RandomValue1214,GBP,511.5772413,4.00251E+13,MM deposit,Deposits,Funding transfers,Transfers,Transfers
02/04/2024,RandomValue1215,RandomValue1215,GBP,676.4560442,4.00251E+13,MM deposit,Deposits,Funding transfers,Transfers,Transfers
02/04/2024,RandomValue1216,RandomValue1216,GBP,44.37838068,4.00251E+13,Transfer,Intercompany Transfers,Intercompany Transfers,Transfers,Transfers
02/04/2024,RandomValue1217,RandomValue1217,GBP,324.349493,4.00251E+13,Transfer,Intercompany Transfers,Intercompany Transfers,Transfers,Transfers
02/04/2024,RandomValue1218,RandomValue1218,GBP,633.9329557,4.00251E+13,Transfer,Intercompany Transfers,Intercompany Transfers,Transfers,Transfers
02/04/2024,RandomValue1219,RandomValue1219,GBP,435.7150188,4.00251E+13,Transfer,Intercompany Transfers,Intercompany Transfers,Transfers,Transfers
02/04/2024,RandomValue1220,RandomValue1220,GBP,119.3373254,4.00251E+13,Transfer,Intercompany Transfers,Intercompany Transfers,Transfers,Transfers
02/04/2024,RandomValue1221,RandomValue1221,GBP,444.8980552,4.00251E+13,Transfer,Intercompany Transfers,Intercompany Transfers,Transfers,Transfers
02/04/2024,RandomValue1222,RandomValue1222,GBP,927.1256449,4.00251E+13,Transfer,Intercompany Transfers,Intercompany Transfers,Transfers,Transfers
02/04/2024,RandomValue1223,RandomValue1223,GBP,290.2485318,4.00251E+13,Transfer,Intercompany Transfers,Intercompany Transfers,Transfers,Transfers
02/04/2024,RandomValue1224,RandomValue1224,GBP,420.9083385,4.00251E+13,Transfer,Intercompany Transfers,Intercompany Transfers,Transfers,Transfers
02/04/2024,RandomValue1225,RandomValue1225,GBP,894.6929091,4.00251E+13,Transfer,Intercompany Transfers,Intercompany Transfers,Transfers,Transfers
02/04/2024,RandomValue1226,RandomValue1226,GBP,497.8331983,4.00251E+13,Transfer,Intercompany Transfers,Intercompany Transfers,Transfers,Transfers
02/04/2024,RandomValue1227,RandomValue1227,GBP,996.7970122,4.00251E+13,Transfer,Intercompany Transfers,Intercompany Transfers,Transfers,Transfers
02/04/2024,RandomValue1228,RandomValue1228,USD,600.7594013,4.00515E+13,LT Borrowing,LT Borrowing,Intercompany Transfers,Transfers,Transfers
02/04/2024,RandomValue1229,RandomValue1229,USD,924.8155186,4.00515E+13,LT Borrowing,LT Borrowing,Intercompany Transfers,Transfers,Transfers
02/04/2024,RandomValue1230,RandomValue1230,USD,824.6000066,4.00515E+13,In House Bank transfer,Intercompany Transfers,Intercompany Transfers,Transfers,Transfers
02/04/2024,RandomValue1231,RandomValue1231,USD,45.59721851,4.00515E+13,LT Borrowing,LT Borrowing,Intercompany Transfers,Transfers,Transfers
02/04/2024,RandomValue1232,RandomValue1232,USD,418.3859904,4.00515E+13,LT Borrowing,LT Borrowing,Intercompany Transfers,Transfers,Transfers
02/04/2024,RandomValue1233,RandomValue1233,AUD,230.6602432,4.00515E+13,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
02/04/2024,RandomValue1234,RandomValue1234,AUD,493.4965032,4.00515E+13,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
02/04/2024,RandomValue1235,RandomValue1235,AUD,148.6700764,4.00515E+13,FX Settlement,FX transaction,Interest paid,Non-Operating cashflow,Cash flows
02/04/2024,RandomValue1236,RandomValue1236,NZD,185.243226,93413700,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1237,RandomValue1237,NZD,599.488979,93413700,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1238,RandomValue1238,NZD,237.9567655,93413700,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1239,RandomValue1239,NZD,64.04705922,93413700,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1240,RandomValue1240,NZD,555.0862112,93413700,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1241,RandomValue1241,NZD,337.0714392,93413700,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1242,RandomValue1242,NZD,973.1954409,93413700,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1243,RandomValue1243,NZD,263.0562943,93413700,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1244,RandomValue1244,NZD,52.35730439,93413700,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1245,RandomValue1245,NZD,700.3635952,93413700,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1246,RandomValue1246,NZD,352.5188726,93413700,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1247,RandomValue1247,NZD,341.7886426,93413700,Operating expenditure,AP,AP,Operating cashflow,Cash flows
02/04/2024,RandomValue1248,RandomValue1248,NZD,810.0132318,93413700,Operating expenditure,AP,AP,Operating cashflow,Cash flows
02/04/2024,RandomValue1249,RandomValue1249,AUD,272.0313113,775018396,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1250,RandomValue1250,AUD,88.36851238,775018396,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1251,RandomValue1251,AUD,486.681509,775018396,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1252,RandomValue1252,AUD,395.0740993,775018396,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1253,RandomValue1253,AUD,236.4412497,775018396,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1254,RandomValue1254,AUD,605.0616545,775018396,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1255,RandomValue1255,AUD,980.9210295,775018396,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1256,RandomValue1256,AUD,80.93303736,775018396,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1257,RandomValue1257,AUD,501.7755501,775018396,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1258,RandomValue1258,AUD,207.3311099,775018396,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1259,RandomValue1259,AUD,631.8310184,775018396,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1260,RandomValue1260,AUD,629.5811039,775018396,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1261,RandomValue1261,AUD,453.7252167,775018396,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1262,RandomValue1262,AUD,351.8086915,775018396,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1263,RandomValue1263,AUD,53.06057528,775018396,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1264,RandomValue1264,AUD,470.9329608,775018396,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1265,RandomValue1265,AUD,995.9672174,775018396,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1266,RandomValue1266,AUD,3.404108291,775018396,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1267,RandomValue1267,AUD,265.2092524,775018396,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1268,RandomValue1268,AUD,824.8196595,775018396,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1269,RandomValue1269,AUD,954.5562078,775018396,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1270,RandomValue1270,AUD,247.5248162,775018396,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1271,RandomValue1271,AUD,867.6263473,775018396,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1272,RandomValue1272,AUD,172.6246159,775018396,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1273,RandomValue1273,AUD,971.36029,775018396,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1274,RandomValue1274,AUD,178.1066616,775018396,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1275,RandomValue1275,AUD,266.5453334,775018396,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1276,RandomValue1276,AUD,611.7573435,775018396,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1277,RandomValue1277,AUD,54.89938815,775018396,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1278,RandomValue1278,AUD,689.4455101,775018396,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1279,RandomValue1279,AUD,359.6318996,775018396,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1280,RandomValue1280,AUD,3.560772007,775018396,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1281,RandomValue1281,AUD,57.00530977,775018396,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1282,RandomValue1282,AUD,353.8918532,775018396,Other AR,Other AR,AR,Operating cashflow,Cash flows
02/04/2024,RandomValue1283,RandomValue1283,AUD,689.6502663,775018396,Other AR,Other AR,AR,Operating cashflow,Cash flows
